match_id,season,city,date,team1,team2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
129,2009,Hyderabad,2009-05-27,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,Sunrisers Hyderabad,46,0,Player_66,"Narendra Modi Stadium, Ahmedabad",Umpire_16,Umpire_13
130,2010,Kolkata,2010-05-23,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,field,normal,Gujarat Titans,16,0,Player_70,"PCA Stadium, Chandigarh",Umpire_19,Umpire_5
131,2010,Lucknow,2010-04-14,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Royal Challengers Bangalore,21,0,Player_4,"Narendra Modi Stadium, Ahmedabad",Umpire_13,Umpire_20
132,2010,Chennai,2010-05-28,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,34,0,Player_60,"Eden Gardens, Kolkata",Umpire_17,Umpire_14
133,2010,Mumbai,2010-05-01,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,normal,Gujarat Titans,0,7,Player_146,"M. Chinnaswamy Stadium, Bangalore",Umpire_17,Umpire_27
134,2010,Lucknow,2010-03-25,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,field,normal,Lucknow Super Giants,0,9,Player_61,"Ekana Cricket Stadium, Lucknow",Umpire_18,Umpire_3
135,2010,Delhi,2010-03-21,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,Chennai Super Kings,93,0,Player_74,"Feroz Shah Kotla, Delhi",Umpire_4,Umpire_6
136,2010,Bangalore,2010-03-04,Delhi Capitals,Punjab Kings,Punjab Kings,bat,normal,Delhi Capitals,0,9,Player_158,"PCA Stadium, Chandigarh",Umpire_12,Umpire_10
137,2010,Chandigarh,2010-05-20,Punjab Kings,Mumbai Indians,Mumbai Indians,field,normal,Punjab Kings,0,4,Player_82,"Ekana Cricket Stadium, Lucknow",Umpire_11,Umpire_25
138,2010,Ahmedabad,2010-03-26,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,field,normal,Lucknow Super Giants,0,8,Player_21,"M.A. Chidambaram Stadium, Chennai",Umpire_5,Umpire_3
139,2010,Lucknow,2010-03-07,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,normal,Gujarat Titans,0,4,Player_86,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_1,Umpire_17
140,2010,Delhi,2010-03-02,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,field,normal,Lucknow Super Giants,74,0,Player_22,"Narendra Modi Stadium, Ahmedabad",Umpire_2,Umpire_10
141,2010,Hyderabad,2010-03-20,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,field,normal,Mumbai Indians,0,1,Player_154,"M. Chinnaswamy Stadium, Bangalore",Umpire_14,Umpire_20
142,2010,Lucknow,2010-03-02,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,no result,,0,0,Player_153,"PCA Stadium, Chandigarh",Umpire_3,Umpire_8
143,2010,Chandigarh,2010-03-04,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,8,Player_85,"PCA Stadium, Chandigarh",Umpire_23,Umpire_9
144,2010,Mumbai,2010-03-23,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,normal,Delhi Capitals,0,6,Player_8,"Feroz Shah Kotla, Delhi",Umpire_28,Umpire_16
145,2010,Hyderabad,2010-03-21,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,no result,,0,0,Player_158,"M.A. Chidambaram Stadium, Chennai",Umpire_4,Umpire_28
146,2010,Ahmedabad,2010-04-18,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,3,Player_134,"Eden Gardens, Kolkata",Umpire_28,Umpire_12
147,2010,Lucknow,2010-04-01,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,normal,Royal Challengers Bangalore,0,8,Player_163,"M. Chinnaswamy Stadium, Bangalore",Umpire_2,Umpire_9
148,2010,Chennai,2010-05-08,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,34,0,Player_156,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_6,Umpire_9
149,2010,Bangalore,2010-04-04,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,bat,normal,Delhi Capitals,53,0,Player_145,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_9,Umpire_3
150,2010,Kolkata,2010-05-14,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,normal,Lucknow Super Giants,72,0,Player_84,"Wankhede Stadium, Mumbai",Umpire_25,Umpire_8
151,2010,Ahmedabad,2010-05-28,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,field,normal,Lucknow Super Giants,78,0,Player_119,"Narendra Modi Stadium, Ahmedabad",Umpire_28,Umpire_19
152,2010,Kolkata,2010-03-27,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,0,5,Player_78,"Narendra Modi Stadium, Ahmedabad",Umpire_4,Umpire_27
153,2010,Chennai,2010-03-21,Gujarat Titans,Rajasthan Royals,Gujarat Titans,field,normal,Rajasthan Royals,0,3,Player_69,"M. Chinnaswamy Stadium, Bangalore",Umpire_5,Umpire_3
154,2010,Chandigarh,2010-04-12,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,47,0,Player_174,"Narendra Modi Stadium, Ahmedabad",Umpire_19,Umpire_26
155,2010,Jaipur,2010-04-24,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,normal,Chennai Super Kings,0,3,Player_162,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_9,Umpire_1
156,2010,Ahmedabad,2010-03-13,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,1,Player_99,"PCA Stadium, Chandigarh",Umpire_14,Umpire_3
157,2010,Delhi,2010-03-10,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,bat,normal,Royal Challengers Bangalore,0,5,Player_107,"Sawai Mansingh Stadium, Jaipur",Umpire_9,Umpire_9
158,2010,Mumbai,2010-05-12,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,normal,Rajasthan Royals,19,0,Player_72,"PCA Stadium, Chandigarh",Umpire_29,Umpire_21
159,2010,Chennai,2010-04-04,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,normal,Punjab Kings,82,0,Player_161,"M. Chinnaswamy Stadium, Bangalore",Umpire_18,Umpire_5
160,2010,Kolkata,2010-05-13,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,normal,Rajasthan Royals,66,0,Player_10,"M.A. Chidambaram Stadium, Chennai",Umpire_19,Umpire_22
161,2010,Mumbai,2010-03-12,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,2,0,Player_163,"Wankhede Stadium, Mumbai",Umpire_23,Umpire_13
162,2010,Ahmedabad,2010-03-06,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,7,Player_122,"M.A. Chidambaram Stadium, Chennai",Umpire_3,Umpire_3
163,2010,Hyderabad,2010-03-24,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,Kolkata Knight Riders,0,5,Player_65,"Wankhede Stadium, Mumbai",Umpire_15,Umpire_20
164,2010,Chandigarh,2010-04-01,Punjab Kings,Mumbai Indians,Punjab Kings,field,normal,Mumbai Indians,0,4,Player_31,"M. Chinnaswamy Stadium, Bangalore",Umpire_17,Umpire_13
165,2010,Jaipur,2010-05-29,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,Gujarat Titans,0,2,Player_143,"Feroz Shah Kotla, Delhi",Umpire_10,Umpire_5
166,2010,Bangalore,2010-03-13,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,no result,,0,0,Player_22,"M. Chinnaswamy Stadium, Bangalore",Umpire_5,Umpire_5
167,2010,Delhi,2010-04-12,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,0,1,Player_21,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_4,Umpire_19
168,2010,Lucknow,2010-05-05,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,normal,Rajasthan Royals,0,8,Player_85,"PCA Stadium, Chandigarh",Umpire_28,Umpire_5
169,2010,Delhi,2010-03-24,Gujarat Titans,Punjab Kings,Punjab Kings,field,normal,Punjab Kings,0,7,Player_20,"Narendra Modi Stadium, Ahmedabad",Umpire_14,Umpire_26
170,2010,Hyderabad,2010-05-27,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,0,8,Player_192,"Narendra Modi Stadium, Ahmedabad",Umpire_19,Umpire_18
171,2010,Chandigarh,2010-03-17,Punjab Kings,Lucknow Super Giants,Punjab Kings,field,normal,Lucknow Super Giants,0,9,Player_81,"Wankhede Stadium, Mumbai",Umpire_1,Umpire_8
172,2010,Kolkata,2010-04-10,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,normal,Mumbai Indians,86,0,Player_42,"Feroz Shah Kotla, Delhi",Umpire_16,Umpire_12
173,2010,Chandigarh,2010-05-07,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,no result,,0,0,Player_67,"Wankhede Stadium, Mumbai",Umpire_4,Umpire_25
174,2010,Chennai,2010-04-14,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,normal,Royal Challengers Bangalore,0,9,Player_128,"M. Chinnaswamy Stadium, Bangalore",Umpire_6,Umpire_11
175,2010,Hyderabad,2010-04-10,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,bat,normal,Sunrisers Hyderabad,17,0,Player_124,"Sawai Mansingh Stadium, Jaipur",Umpire_28,Umpire_2
176,2010,Hyderabad,2010-03-07,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,normal,Mumbai Indians,93,0,Player_65,"Wankhede Stadium, Mumbai",Umpire_9,Umpire_21
177,2010,Jaipur,2010-04-14,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,72,0,Player_178,"M. Chinnaswamy Stadium, Bangalore",Umpire_21,Umpire_24
178,2010,Ahmedabad,2010-05-17,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,bat,normal,Lucknow Super Giants,0,1,Player_93,"Ekana Cricket Stadium, Lucknow",Umpire_18,Umpire_22
179,2010,Chennai,2010-04-15,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,normal,Punjab Kings,0,9,Player_51,"Eden Gardens, Kolkata",Umpire_17,Umpire_6
180,2010,Delhi,2010-05-13,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,field,normal,Lucknow Super Giants,0,5,Player_101,"Wankhede Stadium, Mumbai",Umpire_24,Umpire_12
181,2010,Ahmedabad,2010-05-15,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,normal,Chennai Super Kings,0,7,Player_146,"Eden Gardens, Kolkata",Umpire_12,Umpire_9
182,2010,Mumbai,2010-03-23,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,bat,normal,Lucknow Super Giants,86,0,Player_173,"M.A. Chidambaram Stadium, Chennai",Umpire_9,Umpire_24
183,2010,Ahmedabad,2010-03-22,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,normal,Delhi Capitals,0,3,Player_54,"Ekana Cricket Stadium, Lucknow",Umpire_21,Umpire_12
184,2010,Bangalore,2010-03-11,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,field,normal,Gujarat Titans,54,0,Player_153,"M. Chinnaswamy Stadium, Bangalore",Umpire_26,Umpire_28
185,2010,Chennai,2010-03-06,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,normal,Delhi Capitals,0,9,Player_135,"Feroz Shah Kotla, Delhi",Umpire_25,Umpire_1
186,2010,Chandigarh,2010-03-23,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,normal,Gujarat Titans,32,0,Player_45,"Sawai Mansingh Stadium, Jaipur",Umpire_27,Umpire_4
187,2010,Hyderabad,2010-03-24,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,normal,Kolkata Knight Riders,9,0,Player_96,"M. Chinnaswamy Stadium, Bangalore",Umpire_18,Umpire_11
188,2010,Chandigarh,2010-05-28,Delhi Capitals,Punjab Kings,Punjab Kings,field,normal,Delhi Capitals,0,5,Player_65,"Wankhede Stadium, Mumbai",Umpire_15,Umpire_20
189,2010,Jaipur,2010-03-18,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,normal,Royal Challengers Bangalore,0,8,Player_166,"M.A. Chidambaram Stadium, Chennai",Umpire_15,Umpire_29
190,2010,Mumbai,2010-03-16,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,normal,Royal Challengers Bangalore,8,0,Player_75,"M.A. Chidambaram Stadium, Chennai",Umpire_11,Umpire_28
191,2010,Hyderabad,2010-05-06,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Mumbai Indians,0,3,Player_118,"M.A. Chidambaram Stadium, Chennai",Umpire_26,Umpire_6
192,2010,Chandigarh,2010-03-10,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,field,no result,,0,0,Player_8,"M. Chinnaswamy Stadium, Bangalore",Umpire_15,Umpire_1
193,2011,Delhi,2011-04-28,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,normal,Lucknow Super Giants,43,0,Player_104,"M.A. Chidambaram Stadium, Chennai",Umpire_23,Umpire_8
194,2011,Kolkata,2011-03-25,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,normal,Chennai Super Kings,34,0,Player_93,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_17,Umpire_3
195,2011,Delhi,2011-05-18,Chennai Super Kings,Gujarat Titans,Gujarat Titans,bat,normal,Gujarat Titans,0,4,Player_68,"Wankhede Stadium, Mumbai",Umpire_18,Umpire_1
196,2011,Bangalore,2011-03-11,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,normal,Rajasthan Royals,41,0,Player_56,"Eden Gardens, Kolkata",Umpire_21,Umpire_3
197,2011,Chandigarh,2011-03-16,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,normal,Sunrisers Hyderabad,0,4,Player_147,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_14,Umpire_28
198,2011,Chandigarh,2011-04-04,Punjab Kings,Lucknow Super Giants,Lucknow Super Giants,field,normal,Punjab Kings,93,0,Player_67,"M.A. Chidambaram Stadium, Chennai",Umpire_25,Umpire_17
199,2011,Delhi,2011-03-10,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,0,6,Player_168,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_7,Umpire_6
200,2011,Chennai,2011-04-05,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,58,0,Player_25,"Eden Gardens, Kolkata",Umpire_14,Umpire_25
201,2011,Ahmedabad,2011-03-11,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,normal,Chennai Super Kings,0,2,Player_10,"Sawai Mansingh Stadium, Jaipur",Umpire_25,Umpire_17
202,2011,Chennai,2011-05-07,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,normal,Rajasthan Royals,88,0,Player_123,"Sawai Mansingh Stadium, Jaipur",Umpire_1,Umpire_15
203,2011,Mumbai,2011-05-17,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,3,0,Player_76,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_1,Umpire_17
204,2011,Hyderabad,2011-05-29,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,Rajasthan Royals,61,0,Player_83,"Sawai Mansingh Stadium, Jaipur",Umpire_25,Umpire_1
205,2011,Lucknow,2011-03-20,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,normal,Kolkata Knight Riders,80,0,Player_95,"M. Chinnaswamy Stadium, Bangalore",Umpire_12,Umpire_23
206,2011,Chennai,2011-03-17,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,normal,Lucknow Super Giants,51,0,Player_12,"Feroz Shah Kotla, Delhi",Umpire_11,Umpire_5
207,2011,Jaipur,2011-03-27,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Royal Challengers Bangalore,0,3,Player_194,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_4,Umpire_1
208,2011,Chandigarh,2011-04-29,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,Delhi Capitals,57,0,Player_17,"M.A. Chidambaram Stadium, Chennai",Umpire_6,Umpire_26
209,2011,Kolkata,2011-04-28,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,normal,Rajasthan Royals,0,9,Player_24,"Ekana Cricket Stadium, Lucknow",Umpire_6,Umpire_22
210,2011,Delhi,2011-04-22,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,30,0,Player_67,"Sawai Mansingh Stadium, Jaipur",Umpire_15,Umpire_27
211,2011,Jaipur,2011-05-16,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,0,5,Player_149,"PCA Stadium, Chandigarh",Umpire_22,Umpire_4
212,2011,Jaipur,2011-03-10,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,field,normal,Sunrisers Hyderabad,0,6,Player_114,"Sawai Mansingh Stadium, Jaipur",Umpire_18,Umpire_3
213,2011,Lucknow,2011-04-20,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,normal,Gujarat Titans,41,0,Player_168,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_17,Umpire_21
214,2011,Chennai,2011-04-16,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Gujarat Titans,0,1,Player_138,"M.A. Chidambaram Stadium, Chennai",Umpire_6,Umpire_19
215,2011,Ahmedabad,2011-05-17,Delhi Capitals,Gujarat Titans,Gujarat Titans,bat,normal,Delhi Capitals,6,0,Player_188,"Wankhede Stadium, Mumbai",Umpire_22,Umpire_5
216,2011,Chennai,2011-04-22,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,5,Player_139,"Ekana Cricket Stadium, Lucknow",Umpire_25,Umpire_13
217,2011,Jaipur,2011-03-16,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,field,normal,Lucknow Super Giants,0,6,Player_157,"Feroz Shah Kotla, Delhi",Umpire_17,Umpire_10
218,2011,Ahmedabad,2011-03-29,Mumbai Indians,Gujarat Titans,Mumbai Indians,bat,normal,Gujarat Titans,0,7,Player_63,"Ekana Cricket Stadium, Lucknow",Umpire_20,Umpire_24
219,2011,Jaipur,2011-05-13,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,normal,Royal Challengers Bangalore,0,9,Player_35,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_22,Umpire_9
220,2011,Bangalore,2011-05-16,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,bat,normal,Lucknow Super Giants,0,7,Player_151,"Wankhede Stadium, Mumbai",Umpire_23,Umpire_8
221,2011,Lucknow,2011-04-15,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,Mumbai Indians,78,0,Player_115,"M. Chinnaswamy Stadium, Bangalore",Umpire_2,Umpire_9
222,2011,Ahmedabad,2011-05-01,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,no result,,0,0,Player_190,"Wankhede Stadium, Mumbai",Umpire_19,Umpire_3
223,2011,Mumbai,2011-03-29,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,normal,Rajasthan Royals,77,0,Player_157,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_24,Umpire_26
224,2011,Ahmedabad,2011-05-29,Gujarat Titans,Rajasthan Royals,Gujarat Titans,field,normal,Rajasthan Royals,43,0,Player_131,"Feroz Shah Kotla, Delhi",Umpire_11,Umpire_26
225,2011,Kolkata,2011-05-02,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,normal,Punjab Kings,78,0,Player_169,"Eden Gardens, Kolkata",Umpire_11,Umpire_21
226,2011,Chennai,2011-03-13,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,82,0,Player_79,"M. Chinnaswamy Stadium, Bangalore",Umpire_29,Umpire_27
227,2011,Mumbai,2011-03-28,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,Mumbai Indians,0,2,Player_159,"M.A. Chidambaram Stadium, Chennai",Umpire_29,Umpire_24
228,2011,Hyderabad,2011-03-28,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,field,normal,Delhi Capitals,0,3,Player_134,"Ekana Cricket Stadium, Lucknow",Umpire_17,Umpire_16
229,2011,Chandigarh,2011-05-25,Gujarat Titans,Punjab Kings,Punjab Kings,bat,normal,Gujarat Titans,54,0,Player_40,"M.A. Chidambaram Stadium, Chennai",Umpire_12,Umpire_10
230,2011,Jaipur,2011-05-29,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,67,0,Player_129,"Feroz Shah Kotla, Delhi",Umpire_26,Umpire_14
231,2011,Chandigarh,2011-03-05,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians,33,0,Player_63,"Sawai Mansingh Stadium, Jaipur",Umpire_6,Umpire_29
232,2011,Chandigarh,2011-03-06,Gujarat Titans,Mumbai Indians,Mumbai Indians,bat,normal,Mumbai Indians,71,0,Player_146,"M.A. Chidambaram Stadium, Chennai",Umpire_8,Umpire_11
233,2011,Mumbai,2011-05-20,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,field,normal,Lucknow Super Giants,0,3,Player_187,"Feroz Shah Kotla, Delhi",Umpire_19,Umpire_22
234,2011,Lucknow,2011-05-25,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,85,0,Player_68,"Eden Gardens, Kolkata",Umpire_11,Umpire_2
235,2011,Mumbai,2011-04-20,Delhi Capitals,Punjab Kings,Delhi Capitals,field,normal,Delhi Capitals,0,6,Player_166,"Narendra Modi Stadium, Ahmedabad",Umpire_14,Umpire_11
236,2011,Jaipur,2011-04-22,Gujarat Titans,Punjab Kings,Gujarat Titans,field,no result,,0,0,Player_83,"Wankhede Stadium, Mumbai",Umpire_7,Umpire_4
237,2011,Chandigarh,2011-04-20,Delhi Capitals,Gujarat Titans,Gujarat Titans,bat,normal,Delhi Capitals,59,0,Player_166,"Eden Gardens, Kolkata",Umpire_28,Umpire_24
238,2011,Chandigarh,2011-04-17,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,8,Player_128,"M. Chinnaswamy Stadium, Bangalore",Umpire_20,Umpire_23
239,2011,Delhi,2011-04-14,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,normal,Chennai Super Kings,8,0,Player_20,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_21,Umpire_23
240,2011,Chennai,2011-04-24,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,normal,Kolkata Knight Riders,0,4,Player_138,"M. Chinnaswamy Stadium, Bangalore",Umpire_15,Umpire_5
241,2011,Mumbai,2011-03-13,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,0,7,Player_36,"Feroz Shah Kotla, Delhi",Umpire_26,Umpire_22
242,2011,Chandigarh,2011-05-12,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,normal,Delhi Capitals,0,8,Player_112,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_17,Umpire_1
243,2011,Lucknow,2011-05-15,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders,15,0,Player_63,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_7,Umpire_13
244,2011,Hyderabad,2011-03-03,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,60,0,Player_48,"M.A. Chidambaram Stadium, Chennai",Umpire_16,Umpire_23
245,2011,Jaipur,2011-05-08,Chennai Super Kings,Punjab Kings,Chennai Super Kings,field,normal,Punjab Kings,14,0,Player_25,"Sawai Mansingh Stadium, Jaipur",Umpire_6,Umpire_24
246,2011,Kolkata,2011-04-03,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,normal,Sunrisers Hyderabad,0,6,Player_187,"Wankhede Stadium, Mumbai",Umpire_27,Umpire_29
247,2011,Bangalore,2011-03-17,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,49,0,Player_182,"M. Chinnaswamy Stadium, Bangalore",Umpire_1,Umpire_1
248,2011,Ahmedabad,2011-03-16,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,28,0,Player_119,"M.A. Chidambaram Stadium, Chennai",Umpire_22,Umpire_18
249,2011,Ahmedabad,2011-04-12,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,Rajasthan Royals,15,0,Player_53,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_20,Umpire_1
